sheet,cell,classification,old,new
QB VALUES,L11,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"transfer | prev: Notre Dame | 2025: limited (lost ND battle to CJ Carr) | strong projected (transfer QB1, no competition reported) | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.5 2026-08-04: Kenny Minchey CONFIRMED as Kentucky's quarterback - a Notre Dame transfer after three seasons there (29 career pass attempts; lost the 2025 Notre Dame battle to CJ Carr), now running the offense for NEW HC WILL STEIN. Transfer brought in to start with no competition reported; no formal naming located -> M retained. Zeros retained; status OK. RECHECK: Kentucky depth chart."
QB VALUES,E14,VERIFIED QB CLASSIFICATION CHANGE,Austin Simmons,Austin Simmons (OFFICIALLY NAMED 2026-03-19)
QB VALUES,H14,VERIFIED QB CLASSIFICATION CHANGE,M,H
QB VALUES,K14,VERIFIED QB CLASSIFICATION CHANGE,2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L14,VERIFIED QB CLASSIFICATION CHANGE,"transfer (with competition) | prev: Ole Miss | 2025: Ole Miss 2025: 2 starts, 4 TD, 5 INT | projected leader, some competition | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.5 2026-08-04 - OFFICIAL NAMING: HC Eli Drinkwitz NAMED Austin Simmons (Ole Miss transfer) Missouri's 2026 starting quarterback on 2026-03-19, right after spring camp and nearly six months before the 2026-09-03 opener vs Arkansas-Pine Bluff. Simmons beat out returning sophomore Matt Zollers and UConn transfer Nick Evers. Drinkwitz's stated reasoning: Simmons 'was better in managing the team in two-minute drills and end-of-game situations', and naming him early would 'allow him to develop relationships with our wide receivers, timing with the wide receivers and tight ends, and allow him to really establish himself as a leader.' Reaffirmed at SEC Media Days in July 2026. Prior entry read 'projected leader, some competition' - STALE, the competition had already been formally settled. An official naming with the competition closed meets the H standard -> M upgraded to H (same basis as UTEP). Zeros RETAINED (correct for H); status remains OK."
QB VALUES,K18,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L18,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"true freshman / wide-open competition | OPEN COMPETITION — candidates: Faizon Brandon (true Fr, high upside); George MacIntyre (most system time, 9 career passes); Ryan Staub (Colorado transfer, veteran) | Baseline QB left blank (starter identity not established) | 2025: MacIntyre: 9 career passes; Brandon: incoming (No.3 QB 2026 class) | wide-open competition (sources disagree on favorite) | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.5 2026-08-04: CBS Sports fall-camp intel (2026-08-04) confirms the entry - Faizon Brandon (five-star true freshman) vs George MacIntyre (RS, most system time). Brandon is FAVORED and impressed evaluators ('This kid's got moxie... confidence'), but the competition is UNDECIDED entering fall camp. Genuine competition -> L retained; values blank; UNCERTAIN."
QB VALUES,K21,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L21,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),true freshman | OPEN COMPETITION — candidates: Jared Curtis (five-star true Fr); Blaze Berlowitz (backed Diego Pavia 2025) | Baseline QB left blank (starter identity not established) | 2025: Curtis: incoming five-star; Berlowitz: backup 2025 | projected day-1 starter but true freshman (uncertainty) | VALUE PENDING RUBRIC APPROVAL,"VERIFIED 7D.5 2026-08-04 - CLOSES THE PHASE 8.3 FAILED RE-VERIFICATION: CBS Sports fall-camp intel (2026-08-04) confirms the entry - Jared Curtis (No. 2 overall recruit, true freshman) vs Blaze Berlowitz (veteran who backed up Diego Pavia in 2025). Curtis is FAVORED, with staff saying 'He's as good as we hoped he'd be', but the competition REMAINS OPEN and undecided entering fall camp. Genuine competition -> L retained; values blank; UNCERTAIN. Vanderbilt's record is now substantiated in-workbook for the first time."
QB VALUES,K29,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L29,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"transfer / open competition | prev: UNLV | OPEN COMPETITION — candidates: Anthony Colandrea (UNLV transfer — SI projects); TJ Lateef (Yahoo projects); Daniel Kaelin (Virginia transfer, option) | Baseline QB left blank (starter identity not established) | 2025: Colandrea (UNLV) 2025: 65.9% comp, 3,469 yds, 23 TD, 9 INT, 149.5 rating | open competition (sources disagree on favorite) | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.5 2026-08-04: Nebraska added ANTHONY COLANDREA from the portal - the 2025 MOUNTAIN WEST PLAYER OF THE YEAR at UNLV (3,459 pass yds, 23 TD) - joining returner TJ Lateef. This confirms the entry's candidate list. No starter has been named and no staff statement establishing a leader was located; a high-profile transfer arriving is not by itself evidence of a settled job. -> L retained; values blank; UNCERTAIN. EVIDENCE NOTE: this is the thinnest of the 7D.5 confirmations - the transfer is documented, the competition's state is inferred from the absence of a naming. RECHECK: Nebraska depth chart."
QB VALUES,E65,VERIFIED QB CLASSIFICATION CHANGE,Billy Edwards Jr.,Open (Billy Edwards Jr. / Miles O'Neill / Au'Tori Newkirk / Travis Burgess)
QB VALUES,H65,VERIFIED QB CLASSIFICATION CHANGE,M,L
QB VALUES,K65,VERIFIED QB CLASSIFICATION CHANGE,2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L65,VERIFIED QB CLASSIFICATION CHANGE,"transfer | prev: Wisconsin | 2025: 2025: 7/16, 113 yds (injury-limited) | NOTE: PCL sprain derailed 2025 Wisconsin season | projected transfer QB1, injury history (SI Medium) | VALUE PENDING RUBRIC APPROVAL","DEFECT CORRECTED 7D.5 2026-08-04: prior entry asserted the Wisconsin transfer as North Carolina's 'projected transfer QB1' (M). Current team-specific coverage contradicts it - headline 2026-07-18: 'UNC QUARTERBACK BATTLE REMAINS WIDE OPEN as Tar Heels head into fall camp.' NO starter named. HC Bill Belichick left the competition open: 'This year our quarterbacks after spring ball are still here, are out in player-run practices,' and described the room as 'significantly deeper and more stable' than 2025 - depth, not a decision. FOUR candidates: Billy Edwards Jr. (most experienced), Miles O'Neill (Texas A&M transfer, 'cannon of an arm'), Au'Tori Newkirk, and Travis Burgess (senior, recovering from injury). No leader identified -> M downgraded to L. NUMERICAL CELLS WERE ALREADY BLANK - this record was never zero-initialized (one of seven M-coded rows carrying blank inputs), so no consistency repair was required and the status was ALREADY UNCERTAIN; the L code now makes that gate explicit rather than incidental. RECHECK: UNC depth chart or a Belichick naming."
QB VALUES,K68,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L68,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"transfer / open competition | prev: Michigan | OPEN COMPETITION — candidates: Davis Warren (Michigan transfer, medical redshirt); Dylan Rizk; Mike Mitchell Jr. (Fr) | Baseline QB left blank (starter identity not established) | 2025: limited; more career INTs than TDs | NOTE: Torn ACL; last game action Dec 31, 2024 | open + injury (SI Low) | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.5 2026-08-04: quarterback remains one of Stanford's named key fall-camp position battles. Davis Warren (Michigan grad transfer with starting experience) is described as being in a strong position, with true freshman early enrollee Michael Mitchell Jr. able to compete. NO staff naming located, and 'strong position' is a projection rather than a decision -> L retained under the 7D.5 rule; values blank; UNCERTAIN. RECHECK: Stanford depth chart."
QB VALUES,K69,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L69,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"transfer / open competition | prev: Notre Dame | OPEN COMPETITION — candidates: Steve Angeli (Notre Dame transfer); Amari Odom (Kennesaw State transfer) | Baseline QB left blank (starter identity not established) | 2025: 2025: 62.8% comp, 1,317 yds, 10 TD, 2 INT | NOTE: Torn Achilles late September 2025 | open + injury recovery (SI Low) | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.5 2026-08-04: Steve Angeli (Notre Dame transfer) says he is 'FULL GO' with 'no restrictions' ahead of training camp after the 2025 ACHILLES injury that ended his season - but the same reporting frames it as 'ANOTHER QB BATTLE', and Syracuse overhauled the room in the offseason (incl. Kennesaw State transfer Amari Odom). A quarterback returning from an Achilles tear into an acknowledged battle is not a settled job -> L retained; values blank; UNCERTAIN. RECHECK: Syracuse depth chart or a Fran Brown naming."
QB VALUES,L78,FINAL-FIVE RE-VERIFICATION NOTE REFRESH,"VERIFIED 2026-08-04: Brad Jackson CONFIRMED as Texas State's returning starter for the Pac-12 debut. He started 2025 as a redshirt freshman (3,050 pass yds, 18 TD, 7 INT, 71.5% comp; 16-17 rush TD, school single-season rushing-TD record for a QB; 3,968 total yds, 7th nationally), was a third-team all-conference pick, and ANNOUNCED HIS RETURN on 2025-12-06 alongside WRs Beau Sparks and Chris Dawn Jr. Coverage states Texas State 'returns a starting quarterback for the first time under Kinne'; The Athletic ranked him the top Group of Five quarterback; he spoke to media at 2026 fall camp as the quarterback. NO competition reported. H CONSIDERED AND DECLINED: no official 2026 naming or depth chart has been published, and the WMU (Broc Lowry) / Toledo (John Alan Richter) precedent in this project confirms a returning starter at M rather than upgrading. -> M retained; zeros retained (correct for M); status OK. RECHECK: official Texas State depth chart before Week 1.","VERIFIED 7D.4A, RE-VERIFIED 7D.5 2026-08-04 against official/primary sources. Brad Jackson is Texas State's returning starter: 2025 - 3,050 pass yds, 18 TD, 7 INT, 71.5% comp; 16-17 rush TD (school single-season record for a QB); 3,968 total yds, 7th nationally; third-team all-conference; and MVP OF THE 2026 ARMED FORCES BOWL (173 yds, 3 pass TD plus a rushing score in a 41-10 win over Rice). Announced his return 2025-12-06; coverage states Texas State 'returns a starting quarterback for the first time under Kinne'; The Athletic ranked him the top Group of Five quarterback. NEW IN 7D.5: Boston College transfer SHAKER REISIG arrived and is reported as the PRIMARY BACKUP to Jackson, not a challenger (3 games at BC in 2025: 141 yds, 1 TD, 2 INT); QBs Keldric Luster (Ball State) and Holden Geriner (Pittsburgh) transferred out. No competition reported. H considered and declined - no official 2026 naming. -> M retained; zeros retained; status OK. RECHECK: official Texas State depth chart."
QB VALUES,L80,FINAL-FIVE RE-VERIFICATION NOTE REFRESH,"DEFECT CORRECTED 2026-08-04: prior entry asserted Caden Pinnick as the projected transfer QB1 (M). Current team-specific beat coverage contradicts a settled leader. HeraldNet 2026-07-30 headline: WSU 'set to open fall camp with WIDE-OPEN QB competition'; The Columbian 2026-08-01: 'Washington State football heads into fall with quarterback situation UNRESOLVED.' First-year HC Kirby Moore declined to name a preference - 'That's gonna continue through the summer... The team will decide who the quarterback is in terms of what happens on the field.' The Spokesman-Review beat reports Pinnick 'WASN'T ABLE TO CREATE MEANINGFUL SEPARATION FROM ESHELMAN' in spring (his spring game ended in a pick-6), and that Moore's staff may keep the decision in-house until kickoff. SOURCE CONFLICT: CougCenter calls Pinnick the 'early frontrunner', but that is a media characterization contradicted by the beat writer's direct observation and by the head coach's non-commitment; resolved toward the primary evidence. Note the room shrank further - 2025 Coug Jaxon Potter transferred OUT to Old Dominion. Three-way competition with no leader established -> M downgraded to L. Numerical zeros CLEARED to blank per the approved Akron/App State consistency methodology; status becomes UNCERTAIN. RECHECK: WSU depth chart or a Moore naming; camp runs from 2026-08-06.","DEFECT CORRECTED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: prior entry asserted Caden Pinnick as projected QB1 (M). HeraldNet 2026-07-30: WSU 'set to open fall camp with WIDE-OPEN QB competition'; The Columbian 2026-08-01: quarterback situation 'UNRESOLVED'; first-year HC Kirby Moore declined to commit - 'That's gonna continue through the summer'; the Spokesman-Review beat reports Pinnick 'WASN'T ABLE TO CREATE MEANINGFUL SEPARATION FROM ESHELMAN' in spring, and staff may keep the decision in-house until kickoff. CORROBORATED IN 7D.5 by the official transfer ledger: Pinnick IN from UC Davis; Jaxon Potter OUT to Old Dominion and Ajani Sheppard OUT to Temple (both appear as competitors in those teams' records); new OC Matt Miller. Three-way with Owen Eshelman and Julian Dugger, no leader -> L; zeros CLEARED to blank; UNCERTAIN. Camp opened 2026-08-06."
QB VALUES,E84,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),Caden Veltkamp,Caden Veltkamp (returning starter)
QB VALUES,K84,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L84,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),returning starter | prev: Western Kentucky (2025 transfer) | 2025: FAU 2025 starter (WKU transfer) | projected starter | VALUE PENDING RUBRIC APPROVAL,"VERIFIED 7D.5 2026-08-04: Caden Veltkamp CONFIRMED returning as FAU's starter for a second straight year in Zach Kittley's air raid - 2025: 3,641 pass yds (8th in FBS), 24 TD, 67.0% comp; 2024 CUSA Offensive Player of the Year at Western Kentucky. Coverage states FAU enters 2026 'with zero questions about their starter.' HC Kittley described a '5-man battle' at the position, but that concerns the BACKUP order behind Veltkamp - Drew Devillier (Rice transfer), Jordan Magwood, Michael Valentino and Jeremiah Daoud. Established returning starter, no formal 2026 naming -> M retained (not H), consistent with the Texas State / WMU / Toledo precedent. Zeros retained; status OK."
QB VALUES,K85,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L85,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"transfer / competition | prev: West Florida | OPEN COMPETITION — candidates: Marcus Stokes (West Florida transfer); Noland (competition); Denzel Gardner (Southern Miss transfer, backup) | Baseline QB left blank (starter identity not established) | 2025: Portal pickup from West Florida | open competition | VALUE PENDING RUBRIC APPROVAL",VERIFIED 7D.5 2026-08-04: Memphis's quarterback battle is 'CLOSE and will likely be one of the LATER ONES SETTLED in the American.' FIRST-YEAR HC CHARLES HUFF must choose between two transfers with contrasting backgrounds - Marcus Stokes and Air Noland. No starter named -> L retained; values blank; UNCERTAIN. Entry corroborated.
QB VALUES,L87,FINAL-FIVE RE-VERIFICATION NOTE REFRESH,"VERIFIED 2026-08-04: entry CONFIRMED NOT STALE - Tayven Jackson is on North Texas's roster and leads the race. COACHING CHANGE VERIFIED: Eric Morris left for Oklahoma State; NEAL BROWN is North Texas's head coach and rebuilt the roster with 75-90+ new players. HC Neal Brown said on the American Kickoff broadcast (2026-07-29) that senior UCF transfer Tayven Jackson 'NOW HAS A SLIGHT LEAD' in an ongoing THREE-MAN race over sophomore East Carolina transfer Chaston Ditta and sophomore returner Chris Jimerson Jr.; Brown did NOT declare a starter and the battle carries into fall camp. Jackson's 2025 at UCF: 2,151 pass yds, 10 TD, 8 INT, 85 rush yds, 1 rush TD. Clear leader stated by the head coach, no naming -> M retained (not H); entry refined to name the competitors. Zeros retained (correct for M); status OK. RECHECK: official North Texas depth chart.","VERIFIED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: entry CONFIRMED NOT STALE. HC NEAL BROWN said on the American Kickoff broadcast (2026-07-29) that senior UCF transfer Tayven Jackson 'NOW HAS A SLIGHT LEAD' in an ongoing THREE-MAN race over East Carolina transfer Chaston Ditta and returner Chris Jimerson Jr.; Brown did NOT declare a starter. Jackson's 2025 at UCF: 2,151 pass yds, 10 TD, 8 INT. COACHING CHANGE VERIFIED: Eric Morris left for Oklahoma State; Neal Brown rebuilt the roster with 75-90+ new players. CONTEXT ADDED IN 7D.5: North Texas must replace Drew Mestemaker, who LED THE NATION IN PASSING YARDS in 2025 - the race is a genuine full replacement, not a succession. Clear leader stated by the head coach, no naming -> M retained; zeros retained; status OK."
QB VALUES,K89,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L89,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),open transfer competition | prev: multiple (see candidates) | OPEN COMPETITION — candidates: Luke Kromenhoek (FSU/Mississippi State); Michael Van Buren Jr. (Mississippi State/LSU); KJ Cooper (Texas Southern) | Baseline QB left blank (starter identity not established) | 2025: transfers | 3-way open battle | VALUE PENDING RUBRIC APPROVAL,"VERIFIED 7D.5 2026-08-04: USF's competition is between LSU transfer MICHAEL VAN BUREN JR. and Mississippi State transfer LUKE KROMENHOEK, both named in the entry. Van Buren 'seems to have the edge' on slightly more game experience, but that is a preseason projection, not a staff decision, and no naming was located -> L retained under the 7D.5 rule; values blank; UNCERTAIN. USF training camp opened 2026-08-05. RECHECK: USF depth chart."
QB VALUES,K91,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L91,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),transfer / competition | prev: Ball State | OPEN COMPETITION — candidates: Kadin Semonza (Ball State transfer); Zeon Chriss-Gremillion (Houston/Louisiana); Dagan Bruno (RS Soph) | Baseline QB left blank (starter identity not established) | 2025: transfers | open competition | VALUE PENDING RUBRIC APPROVAL,"VERIFIED 7D.5 2026-08-04: 'The competition CONTINUES as the Green Wave enter fall practice.' Kadin Semonza (Ball State transfer; a big 2024 at Ball State, did NOT play in 2025) 'will likely be the main man - but he HAS TO HOLD OFF' Houston transfer Zeon Chriss-Gremillion, sophomore Dagan Bruno and freshman Trace Johnson. A leader who must hold off three challengers with no naming -> L retained; values blank; UNCERTAIN. Entry corroborated."
QB VALUES,K106,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L106,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"transfer / competition | prev: Texas State | OPEN COMPETITION — candidates: Keldric Luster (Texas State transfer, dual-threat); Tyler Mizzell (Concord D-II transfer, pass-first) | Baseline QB left blank (starter identity not established) | 2025: transfers | open competition | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.1 (2026-08-03), STAMPED 7D.5 2026-08-04: Ball State's room is unsettled - Keldric Luster (Texas State transfer, dual-threat) and Tyler Mizzell both may see action; no starter named. Corroborated this phase: Texas State's outgoing-transfer ledger confirms Luster left for Ball State. -> L retained; values blank; UNCERTAIN. EVIDENCE NOTE: the 7D.1 live check stands; no fresh contradicting evidence surfaced in 7D.5, but no new confirmation either. This record's date was never stamped until now - that gap is what finding F-7 flagged."
QB VALUES,K109,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L109,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),"open competition | OPEN COMPETITION — candidates: Angel Flores (Sr); Marcus Beamon (Sr); Jadyn Glasser (RS Fr) | Baseline QB left blank (starter identity not established) | 2025: trio platooned 2025 | open competition (platooned 2025, no clear starter) | VALUE PENDING RUBRIC APPROVAL","VERIFIED 7D.1 (2026-08-03), STAMPED 7D.5 2026-08-04: Central Michigan's quarterback job is unsettled, with Angel Flores among the contenders alongside Marcus Beamon and Jadyn Glasser; no starter named. -> L retained; values blank; UNCERTAIN. EVIDENCE NOTE: the 7D.1 live check stands; no fresh contradicting evidence surfaced in 7D.5, but no new confirmation either. This record's date was never stamped until now - the F-7 gap."
QB VALUES,E115,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),John Alan Richter,John Alan Richter (returning)
QB VALUES,K115,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L115,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),projected starter | 2025: partial | projected starter | VALUE PENDING RUBRIC APPROVAL,"VERIFIED 7D.1 (2026-08-03), RE-CONFIRMED 7D.5 2026-08-04: John Alan Richter returns as Toledo's quarterback - 699 pass yds and 7 TD across the past two seasons, one start last year, after sitting behind Dequan Finn and Tucker Gleason for three seasons; coverage calls his holdover 'the biggest testament to the buy-in Coach Mike Jacobs has from the Toledo roster' and says he 'finally gets the keys in 2026.' Toledo was picked THIRD in the 2026 MAC preseason coaches poll. Clear presumptive starter, no formal naming -> M retained; zeros retained; status OK."
QB VALUES,E117,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),Broc Lowry,Broc Lowry (returning starter)
QB VALUES,K117,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L117,F-7 AUDIT-TRAIL STAMP (verification date + evidence note),returning (Soph) | 2025: partial | projected starter | VALUE PENDING RUBRIC APPROVAL,"VERIFIED 7D.1 (2026-08-03), RE-CONFIRMED 7D.5 2026-08-04: Broc Lowry is RETURNING to Western Michigan for 2026 as the starting quarterback, entering his SECOND season as the primary starter with two years of eligibility left. He won MAC OFFENSIVE PLAYER OF THE YEAR in his first year as a starter (1,803 pass / 963 rush / 23 total TD) on the MAC-champion team. Established returning starter, no formal 2026 naming -> M retained (not H), consistent with the Texas State / Toledo / FAU precedent. Zeros retained; status OK."
QB VALUES,D125,NUMERICAL-CELL CONSISTENCY REPAIR,0,
QB VALUES,E125,VERIFIED QB CLASSIFICATION CHANGE,Jackson Arnold,Open (Jackson Arnold / Alex Orji)
QB VALUES,F125,NUMERICAL-CELL CONSISTENCY REPAIR,0,
QB VALUES,H125,VERIFIED QB CLASSIFICATION CHANGE,M,L
QB VALUES,K125,VERIFIED QB CLASSIFICATION CHANGE,2026-07-21 00:00:00,2026-08-04 00:00:00
QB VALUES,L125,VERIFIED QB CLASSIFICATION CHANGE,transfer | prev: Auburn (also Oklahoma) | 2025: Auburn 2025 (17 total starts OU+AUB) | projected transfer QB1 (verified) | VALUE PENDING RUBRIC APPROVAL,"DEFECT CORRECTED 7D.5 2026-08-04: prior entry read 'projected transfer QB1 (verified)' (M) for the Oklahoma/Auburn transfer. The Las Vegas Review-Journal's training-camp preview (2026-07-28) reports a genuine unresolved battle: 'even if coaches won't name a front-runner throughout training camp, there is definitely a battle between returner ALEX ORJI and Auburn transfer JACKSON ARNOLD.' HC Dan Mullen has NOT named a starter, and Fox5 Vegas (2026-07-17) ran a segment on the still-open competition. Arnold brings 18 career starts, 3,293 pass yds and 871 rush yds across Oklahoma and Auburn; Orji must prove a Grade 3 LCL sprain and severe hamstring tear from the 2025 UCLA game have healed. The word 'verified' in the prior note was not supported by any naming. -> M downgraded to L; zeros CLEARED to blank; status becomes UNCERTAIN. Someone must start vs Memphis on 2026-08-29. RECHECK: UNLV depth chart."
QB VALUES,L131,FINAL-FIVE RE-VERIFICATION NOTE REFRESH,"STALE ENTRY CORRECTED 2026-08-04: prior entry read 'Open (Weston Bryan / Turner Helton)' and OMITTED MAX JOHNSON ENTIRELY. Johnson signed with Georgia Southern out of the portal on 2026-01-11 from North Carolina (previously LSU 2020-21, Texas A&M 2022-23), and at SUN BELT MEDIA DAYS (2026-07-15) HC CLAY HELTON SAID 'Max Johnson is expected to be the starter if the season began today,' citing experience and high-level production. Turner Helton (2nd year in the program, Western Kentucky transfer, the head coach's son; 14/26, 74 yds, 1 TD in 3 appearances in 2025) is the other player with a shot at the 2026-09-05 opener; both took first-team reps in the spring game. Documented leader per a direct head-coach statement, no official naming -> L upgraded to M (NOT H; parallel to the Oregon State treatment). Per the L->M rule numerical values REMAIN BLANK (valuation unresolved), so status correctly stays UNCERTAIN. OPEN RISK: Johnson's durability - season-ending injuries at Texas A&M in 2022 and 2023 and a broken leg in UNC's 2024 opener. RECHECK: Georgia Southern depth chart before 2026-09-05.","STALE ENTRY CORRECTED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: prior entry read 'Open (Weston Bryan / Turner Helton)' and OMITTED MAX JOHNSON ENTIRELY. Johnson signed from North Carolina on 2026-01-11 (previously LSU 2020-21, Texas A&M 2022-23), and at SUN BELT MEDIA DAYS (2026-07-15) HC CLAY HELTON SAID 'Max Johnson is expected to be the starter if the season began today,' citing experience and high-level production. Turner Helton (WKU transfer, the head coach's son; 14/26, 74 yds, 1 TD in 3 appearances in 2025) is the other player with a shot at the 2026-09-05 opener; both took first-team reps in the spring game. Documented leader by direct head-coach statement, no official naming -> M (not H). Per the L->M rule values REMAIN BLANK, so status correctly stays UNCERTAIN. OPEN RISK: Johnson's durability - season-ending injuries at Texas A&M in 2022 and 2023 and a broken leg in UNC's 2024 opener."
